키,업종,상호,주소,도로명주소,행정 시,행정 구,행정 동,객실수,비고
BE_LiST20-0460,외국인관광도시민박업,호 홈텔,,"서울특별시 마포구 월드컵로10길 5-5, 3층 (서교동)",서울특별시,마포구,서교동,2,
BE_LiST20-0461,외국인관광도시민박업,인 게스트하우스2,,"서울특별시 마포구 성미산로16길 3-3, B1~1층 (연남동)",서울특별시,마포구,연남동,6,
BE_LiST20-0462,외국인관광도시민박업,쎄울리앙,,"서울특별시 마포구 동교로 262-5, 3~4층 (연남동)",서울특별시,마포구,연남동,1,
BE_LiST20-0463,외국인관광도시민박업,준 게스트하우스,,"서울특별시 마포구 와우산로29나길 24-3, B05호 (서교동)",서울특별시,마포구,서교동,3,
BE_LiST20-0464,외국인관광도시민박업,트릭아트 게스트하우스,,"서울특별시 마포구 동교로39길 9, 3~4층 (연남동)",서울특별시,마포구,연남동,6,
BE_LiST20-0465,외국인관광도시민박업,레빗게스트하우스,,"서울특별시 마포구 동교로 136-6, 1~2층 (서교동)",서울특별시,마포구,서교동,5,
BE_LiST20-0466,외국인관광도시민박업,레오 게스트하우스 홍대입구역 2,,서울특별시 마포구 와우산로35길 9-8 (서교동),서울특별시,마포구,서교동,4,
BE_LiST20-0467,외국인관광도시민박업,Sunny's house,,"서울특별시 마포구 독막로4길 15, 1층 (합정동)",서울특별시,마포구,합정동,3,
BE_LiST20-0001,외국인관광도시민박업,백패커스 인사이드(Backpackers INSIDE),,"서울특별시 종로구 성균관로4길 5, 2층 (명륜2가)",서울특별시,종로구,혜화동,9,
BE_LiST20-0002,외국인관광도시민박업,골든폰드 게스트하우스(GoldenPond GuestHouse),,서울특별시 종로구 창경궁로 240-15 (명륜4가),서울특별시,종로구,혜화동,18,
BE_LiST20-0003,외국인관광도시민박업,봉 하우스(Bong House),,"서울특별시 종로구 성균관로5가길 3, 1층 (명륜3가)",서울특별시,종로구,혜화동,3,
BE_LiST20-0004,외국인관광도시민박업,코리아 센트럴 백팩커스(Korea central Backpackers),,"서울특별시 종로구 창경궁로 243-3 (명륜2가, 지하)",서울특별시,종로구,혜화동,6,
BE_LiST20-0005,외국인관광도시민박업,진하우스(Jin house),,서울특별시 종로구 종로65길 12-24 (숭인동),서울특별시,종로구,숭인2동,3,
BE_LiST20-0006,외국인관광도시민박업,인왕산 게스트하우(Inwangsan Guesthouse),,"서울특별시 종로구 통일로18길 9, 108동 303호 (무악동, 인왕산 I-PARK)",서울특별시,종로구,무악동,1,
BE_LiST20-0045,외국인관광도시민박업,남대문게스트하우스,,서울특별시 중구 퇴계로4길 49 (회현동1가),서울특별시,중구,회현동,8,
BE_LiST20-0046,외국인관광도시민박업,레지던스이오,,서울특별시 중구 퇴계로20길 35 1층 (남산동2가),서울특별시,중구,명동,4,
BE_LiST20-0047,외국인관광도시민박업,에코하우스,,서울특별시 중구 퇴계로22길 13 5층(남산동3가),서울특별시,중구,명동,1,
BE_LiST20-0048,외국인관광도시민박업,명동그린게스트하우스,,서울특별시 중구 소공로 36-16 (회현동2가),서울특별시,중구,회현동,4,
BE_LiST20-0049,외국인관광도시민박업,방랑 게스트하우스,,서울특별시 중구 중림로2길 13-3 (중림동),서울특별시,중구,중림동,13,
BE_LiST20-0050,외국인관광도시민박업,홈스테이 마마하우스,,"서울특별시 중구 퇴계로 217, 709호 (충무로4가, 진양아파트)",서울특별시,중구,광희동,3,
BE_LiST20-0051,외국인관광도시민박업,국제게스트하우스,,서울특별시 중구 퇴계로4길 52-20 (회현동1가),서울특별시,중구,회현동,7,
BE_LiST20-0052,외국인관광도시민박업,엔포시즌,,"서울특별시 중구 퇴계로8길 54, 2층 202호 (회현동1가)",서울특별시,중구,회현동,3,
BE_LiST20-0053,외국인관광도시민박업,B my guesthouse,,서울특별시 중구 소공로6가길 2 (회현동2가),서울특별시,중구,회현동,9,
BE_LiST20-0054,외국인관광도시민박업,곰게스트하우스,,서울특별시 중구 필동로 24-3 (필동2가),서울특별시,중구,필동,3,
BE_LiST20-0055,외국인관광도시민박업,오케이빌,,"서울특별시 중구 을지로 157, 1258호 (산림동, 대림아파트)",서울특별시,중구,을지로동,1,
BE_LiST20-0056,외국인관광도시민박업,아지트 게스트하우스,,서울특별시 중구 다산로10길 5-4 (신당동),서울특별시,중구,약수동,7,
BE_LiST20-0057,외국인관광도시민박업,아이하우스,,"서울특별시 중구 소공로6가길 22, 3층 (회현동2가)",서울특별시,중구,회현동,4,
BE_LiST20-0058,외국인관광도시민박업,마고게스트하우스,,서울특별시 중구 퇴계로36가길 90-6 1층(필동2가),서울특별시,중구,필동,3,
BE_LiST20-0059,외국인관광도시민박업,더붓메인,,"서울특별시 중구 퇴계로 210-14, 2~3층 (필동2가)",서울특별시,중구,필동,3,
BE_LiST20-0060,외국인관광도시민박업,더붓서브,,"서울특별시 중구 퇴계로 210-10, 3~4층 (필동2가)",서울특별시,중구,필동,3,
BE_LiST20-0061,외국인관광도시민박업,그랜드필드게스트하우스,,"서울특별시 중구 퇴계로14길 29, 5층 602호 (남산동1가)",서울특별시,중구,명동,6,
BE_LiST20-0062,외국인관광도시민박업,제이오너,,"서울특별시 중구 소공로6나길 8, 3층 301호 (회현동2가)",서울특별시,중구,회현동,2,
BE_LiST20-0063,외국인관광도시민박업,마마게스트하우스1,,"서울특별시 중구 소파로4길 34-1, 1층 (예장동)",서울특별시,중구,필동,10,
BE_LiST20-0064,외국인관광도시민박업,코리아즈컴,,"서울특별시 중구 퇴계로90길 74, 107동 1301호 (신당동, 래미안신당하이베르)",서울특별시,중구,신당5동,3,
BE_LiST20-0065,외국인관광도시민박업,능마루게스트하우스,,서울특별시 중구 퇴계로20나길 2-15 (남산동2가) 1~2층,서울특별시,중구,명동,10,
BE_LiST20-0066,외국인관광도시민박업,타오타운,,"서울특별시 중구 동호로 235-14, 2,3층 (장충동2가)",서울특별시,중구,장충동,17,
BE_LiST20-0067,외국인관광도시민박업,게스트하우스명동2,,"서울특별시 중구 퇴계로26길 7-8, 1층 (남학동)",서울특별시,중구,필동,3,
BE_LiST20-0068,외국인관광도시민박업,이가정원,,서울특별시 중구 퇴계로20길 25-16 (남산동2가),서울특별시,중구,명동,7,
BE_LiST20-0069,외국인관광도시민박업,씨티하우스,,"서울특별시 중구 중림로8길 10, 201호 (중림동, 용궁빌라)",서울특별시,중구,중림동,2,
BE_LiST20-0070,외국인관광도시민박업,웰컴게스트하우스,,"서울특별시 중구 소공로6나길 1, 1층 (회현동2가)",서울특별시,중구,회현동,3,
BE_LiST20-0071,외국인관광도시민박업,스타리아호스텔,,"서울특별시 중구 퇴계로20길 38, 3층 (남산동2가)",서울특별시,중구,명동,4,
BE_LiST20-0072,외국인관광도시민박업,키키게스트하우스,,"서울특별시 중구 퇴계로53길 10, 3층 (쌍림동)",서울특별시,중구,광희동,2,
BE_LiST20-0073,외국인관광도시민박업,에이블게스트하우스,,서울특별시 중구 을지로 282-6 (을지로7가),서울특별시,중구,광희동,7,
BE_LiST20-0074,외국인관광도시민박업,베스틴빌라,,"서울특별시 중구 퇴계로20나길 36, 1층 1호 (남산동2가)",서울특별시,중구,명동,1,
BE_LiST20-0075,외국인관광도시민박업,아그리나,,서울특별시 중구 퇴계로36길 50-4 (필동2가),서울특별시,중구,필동,6,
BE_LiST20-0076,외국인관광도시민박업,수게스트하우스,,서울특별시 중구 퇴계로20길 25-28 (남산동2가),서울특별시,중구,명동,7,
BE_LiST20-0077,외국인관광도시민박업,Crib49게스트하우스,,서울특별시 중구 퇴계로20나길 49 (남산동2가),서울특별시,중구,명동,6,
BE_LiST20-0078,외국인관광도시민박업,더힐,,서울특별시 중구 퇴계로20나길 31 (예장동),서울특별시,중구,명동,7,
BE_LiST20-0079,외국인관광도시민박업,IU게스트하우스,,서울특별시 중구 소공로6나길 11 3층 (회현동2가),서울특별시,중구,회현동,3,
BE_LiST20-0080,외국인관광도시민박업,YL게스트하우스,,서울특별시 중구 소공로6나길 11 2층 (회현동2가),서울특별시,중구,회현동,3,
BE_LiST20-0081,외국인관광도시민박업,USB하우스,,서울특별시 중구 동호로 290-9 (장충동2가),서울특별시,중구,장충동,9,
BE_LiST20-0082,외국인관광도시민박업,레인보우게스트하우스,,서울특별시 중구 필동로 86 (필동3가),서울특별시,중구,필동,1,
BE_LiST20-0083,외국인관광도시민박업,원즈빌,,서울특별시 중구 퇴계로 162-3 (주자동),서울특별시,중구,필동,5,
BE_LiST20-0084,외국인관광도시민박업,레드,,서울특별시 중구 소공로6길 32 2층 (남산동2가),서울특별시,중구,명동,6,
BE_LiST20-0085,외국인관광도시민박업,서울역리가 홈스테이,,"서울특별시 중구 만리재로33길 21, 101동 402층 (만리동1가, lig 서울역리가)",서울특별시,중구,중림동,1,
BE_LiST20-0007,외국인관광도시민박업,경복궁 게스트하우스 (KYUNG BOK GUNG Guesthouse),,"서울특별시 종로구 자하문로19길 23, 2층 (옥인동, 케이엠빌)",서울특별시,종로구,청운효자동,3,
BE_LiST20-0392,외국인관광도시민박업,디스이즈,,"서울특별시 마포구 연남로3길 8-12, 3~4층 (연남동)",서울특별시,마포구,연남동,4,
BE_LiST20-0393,외국인관광도시민박업,늦잠 게스트하우스,,"서울특별시 마포구 성지길 35, 5층 (합정동)",서울특별시,마포구,합정동,3,
BE_LiST20-0394,외국인관광도시민박업,Cocoon stay 홍대입구역점,,서울특별시 마포구 양화로18안길 34 (동교동),서울특별시,마포구,서교동,9,
BE_LiST20-0395,외국인관광도시민박업,SJ,,"서울특별시 마포구 독막로29길 38-3, 202호 (신수동)",서울특별시,마포구,신수동,2,
BE_LiST20-0396,외국인관광도시민박업,OH House,,"서울특별시 마포구 월드컵북로6길 87, 302호 (연남동)",서울특별시,마포구,연남동,2,
BE_LiST20-0397,외국인관광도시민박업,잠자는딸기,,"서울특별시 마포구 와우산로38길 24, 1층 (동교동)",서울특별시,마포구,서교동,2,
BE_LiST20-0398,외국인관광도시민박업,세렌디피티 ; 갈맥이둥지,,"서울특별시 마포구 연희로1길 19, 2층 (동교동)",서울특별시,마포구,서교동,3,
BE_LiST20-0399,외국인관광도시민박업,The ONE,,"서울특별시 마포구 독막로9길 43, 4~5층 (서교동)",서울특별시,마포구,서교동,5,
BE_LiST20-0400,외국인관광도시민박업,패밀리 앤 프렌즈 하우스 2,,"서울특별시 마포구 월드컵북로6길 81-7, 2~3층 (연남동)",서울특별시,마포구,연남동,3,
BE_LiST20-0401,외국인관광도시민박업,DY House,,"서울특별시 마포구 양화로6길 57-24, 3층 (서교동)",서울특별시,마포구,서교동,2,
BE_LiST20-0402,외국인관광도시민박업,엣홈,,"서울특별시 마포구 신촌로2안길 52, 4층 (동교동)",서울특별시,마포구,서교동,2,
BE_LiST20-0403,외국인관광도시민박업,에이블 게스트하우스(Able Guesthouse),,"서울특별시 마포구 와우산로29마길 7-8, 2,3층 (서교동)",서울특별시,마포구,서교동,10,
BE_LiST20-0404,외국인관광도시민박업,이강게스트하우스,,"서울특별시 마포구 월드컵북로11길 12, 4층 401호 (성산동)",서울특별시,마포구,성산1동,4,
BE_LiST20-0405,외국인관광도시민박업,허니하우스(Honey House),,"서울특별시 마포구 동교로 148-6, 1,2층 (서교동)",서울특별시,마포구,서교동,6,
BE_LiST20-0406,외국인관광도시민박업,홍대 올리브 게스트하우스,,"서울특별시 마포구 월드컵북로5길 50, 1,2층 (서교동)",서울특별시,마포구,서교동,5,
BE_LiST20-0407,외국인관광도시민박업,이노게스트하우스,,"서울특별시 마포구 월드컵로8길 37-7, 1층 (서교동)",서울특별시,마포구,서교동,4,
BE_LiST20-0408,외국인관광도시민박업,Ashley House,,서울특별시 마포구 와우산로32길 40 (서교동),서울특별시,마포구,서교동,2,
BE_LiST20-0409,외국인관광도시민박업,차차차 게스트하우스,,"서울특별시 마포구 희우정로7길 5, 2층 301호 (합정동)",서울특별시,마포구,합정동,1,
BE_LiST20-0410,외국인관광도시민박업,해밀,,"서울특별시 마포구 동교로46길 30, 1층 101호 (연남동)",서울특별시,마포구,연남동,1,
BE_LiST20-0411,외국인관광도시민박업,알 베르게(AL BERGUE),,"서울특별시 마포구 동교로47길 32, 201호 (연남동)",서울특별시,마포구,연남동,1,
BE_LiST20-0412,외국인관광도시민박업,하우스 버닝하트,,"서울특별시 마포구 양화로6길 27, 3층 (서교동)",서울특별시,마포구,서교동,2,
BE_LiST20-0413,외국인관광도시민박업,홍시게스트하우스,,"서울특별시 마포구 양화로23길 4-5, 202호 (동교동)",서울특별시,마포구,서교동,2,
BE_LiST20-0414,외국인관광도시민박업,Vin Guest House,,서울특별시 마포구 와우산로11길 9-13 (상수동),서울특별시,마포구,서강동,3,
BE_LiST20-0415,외국인관광도시민박업,어게인(AGAIN),,"서울특별시 마포구 와우산로29길 56-8, 103호~2층 (서교동)",서울특별시,마포구,서교동,1,
BE_LiST20-0416,외국인관광도시민박업,Ann guesthouse,,서울특별시 마포구 월드컵북로4길 23-3 (동교동),서울특별시,마포구,서교동,6,
BE_LiST20-0417,외국인관광도시민박업,choibnb,,"서울특별시 마포구 신촌로4길 5-7, 101호 (동교동)",서울특별시,마포구,서교동,1,
BE_LiST20-0418,외국인관광도시민박업,애플트리(Apple tree),,"서울특별시 마포구 월드컵로20길 41-5, 1층 (성산동)",서울특별시,마포구,성산1동,3,
BE_LiST20-0419,외국인관광도시민박업,Gateway Korea Guesthouse,,"서울특별시 마포구 독막로3길 50, 2층 (서교동)",서울특별시,마포구,서교동,3,
BE_LiST20-0420,외국인관광도시민박업,Homini,,"서울특별시 마포구 와우산로33길 4, 2층 (서교동)",서울특별시,마포구,서교동,3,
BE_LiST20-0421,외국인관광도시민박업,guesthouse kw hongdae Line,,"서울특별시 마포구 동교로 242-11, 201호 (연남동)",서울특별시,마포구,연남동,1,
BE_LiST20-0422,외국인관광도시민박업,Miss Egg House,,서울특별시 마포구 대흥로 116-2 (대흥동),서울특별시,마포구,대흥동,2,
BE_LiST20-0423,외국인관광도시민박업,나누게스트하우스 3호점,,"서울특별시 마포구 와우산로33길 8, 지하1층 (서교동)",서울특별시,마포구,서교동,1,
BE_LiST20-0424,외국인관광도시민박업,Ubreaktime,,서울특별시 마포구 와우산로29라길 21-1 (서교동),서울특별시,마포구,서교동,6,
BE_LiST20-0425,외국인관광도시민박업,해피트리 게스트하우스 2호점,,"서울특별시 마포구 와우산로29다길 15, 202호 (서교동)",서울특별시,마포구,서교동,2,
BE_LiST20-0426,외국인관광도시민박업,다온하우스,,"서울특별시 마포구 양화로23길 16-6, 1층 (동교동)",서울특별시,마포구,서교동,2,
BE_LiST20-0427,외국인관광도시민박업,I Love Hongdae,,서울특별시 마포구 성지1길 10-20 (합정동),서울특별시,마포구,합정동,2,
BE_LiST20-0428,외국인관광도시민박업,유기농 게스트하우스,,"서울특별시 마포구 동교로 47-4, 2,3층 (망원동)",서울특별시,마포구,망원1동,21,
BE_LiST20-0429,외국인관광도시민박업,하이준 게스트하우스,,"서울특별시 마포구 동교로45길 3-6, 2층 (연남동)",서울특별시,마포구,연남동,2,
BE_LiST20-0430,외국인관광도시민박업,조이 게스트하우스,,"서울특별시 마포구 성미산로3길 38, 207호 (성산동)",서울특별시,마포구,성산1동,1,
BE_LiST20-0431,외국인관광도시민박업,Sweet Comfort,,"서울특별시 마포구 동교로38길 27-5, 1층 (연남동)",서울특별시,마포구,연남동,3,
BE_LiST20-0432,외국인관광도시민박업,롬바드하우스,,"서울특별시 마포구 동교로16길 17, 4층 (서교동)",서울특별시,마포구,서교동,6,
BE_LiST20-0214,외국인관광도시민박업,Seven Stay,,"서울특별시 동대문구 사가정로 65, 103동 1005호 (전농동, 래미안크레시티)",서울특별시,동대문구,전농1동,2,
BE_LiST20-0215,외국인관광도시민박업,건영 홈스테이,,"서울특별시 중랑구 신내로7나길 24, 212동 101호 (상봉동, 건영2차아파트)",서울특별시,중랑구,신내2동,2,
BE_LiST20-0216,외국인관광도시민박업,사가정 홈스테이,,서울특별시 중랑구 면목로44다길 16-6 (면목동),서울특별시,중랑구,면목제3.8동,2,
BE_LiST20-0217,외국인관광도시민박업,트리하우스,,서울특별시 중랑구 상봉중앙로8길 19-12 (상봉동),서울특별시,중랑구,상봉1동,1,
BE_LiST20-0218,외국인관광도시민박업,브라운스톤,,"서울특별시 성북구 북악산로 844, 101동 1604호 (돈암동, 브라운스톤 돈암아파트)",서울특별시,성북구,돈암1동,2,
BE_LiST20-0219,외국인관광도시민박업,Yam Guest House,,서울특별시 성북구 동소문로28길 46 (동선동3가),서울특별시,성북구,동선동,2,
BE_LiST20-0220,외국인관광도시민박업,BJ Guest House,,서울특별시 성북구 성북로5길 25-2 (성북동1가),서울특별시,성북구,성북동,1,
BE_LiST20-0221,외국인관광도시민박업,두리 게스트 하우스,,서울특별시 성북구 회기로 5-8 (종암동),서울특별시,성북구,종암동,5,
BE_LiST20-0222,외국인관광도시민박업,닥터죤의 게스트하우스(Dr john's guest house),,"서울특별시 성북구 아리랑로5길 92, 103동 1102호 (돈암동, 돈암신일해피트리@)",서울특별시,성북구,돈암2동,2,
BE_LiST20-0223,외국인관광도시민박업,라일락(Lilac),,서울특별시 성북구 종암로23길 35 (종암동),서울특별시,성북구,종암동,1,
BE_LiST20-0224,외국인관광도시민박업,까사페페,,서울특별시 성북구 성북로23길 25-19 (성북동),서울특별시,성북구,성북동,2,
BE_LiST20-0225,외국인관광도시민박업,다솜,,서울특별시 성북구 삼선교로12길 4-5 (삼선동2가),서울특별시,성북구,삼선동,2,
BE_LiST20-0226,외국인관광도시민박업,아리랑,,"서울특별시 성북구 성북로24길 25, 1층 (성북동)",서울특별시,성북구,성북동,1,
BE_LiST20-0227,외국인관광도시민박업,케이팝(K-POP),,"서울특별시 성북구 길음로 119, 217동 402호 (길음동, 길음뉴타운)",서울특별시,성북구,길음1동,1,
BE_LiST20-0228,외국인관광도시민박업,Star Class Guest House,,"서울특별시 성북구 화랑로 76, 101동 25층 2501호 (하월곡동)",서울특별시,성북구,월곡2동,2,
BE_LiST20-0229,외국인관광도시민박업,SEOUL FAMILY HOUSE,,"서울특별시 성북구 정릉로 402-16, 104동 709호 (돈암동, 범양아파트)",서울특별시,성북구,돈암1동,1,
BE_LiST20-0230,외국인관광도시민박업,K-WINGS,,"서울특별시 성북구 동소문로34길 24, 106동 302호 (돈암동, 삼성아파트)",서울특별시,성북구,돈암1동,2,
BE_LiST20-0231,외국인관광도시민박업,B&B HAO,,서울특별시 성북구 솔샘로11길 46 (정릉동),서울특별시,성북구,정릉3동,3,
BE_LiST20-0232,외국인관광도시민박업,우주 하우스,,서울특별시 성북구 동소문로 21-20 (동소문동1가),서울특별시,성북구,삼선동,5,
BE_LiST20-0233,외국인관광도시민박업,YNNY HOUSE,,서울특별시 성북구 삼선교로14길 47-5 (삼선동2가),서울특별시,성북구,삼선동,2,
BE_LiST20-0234,외국인관광도시민박업,해피하우스,,강북구 삼양로 27길 19 삼성래미안트리베라 217-404 ,서울특별시,강북구,삼각산동,1,
BE_LiST20-0235,외국인관광도시민박업,주니네하우스,,강북구 삼양로 256 래미안아파트 105-1402 ,서울특별시,강북구,삼양동,2,
BE_LiST20-0236,외국인관광도시민박업,토마토민박,,강북구 삼양로 138길 66-9 백운에코빌 502호,서울특별시,강북구,수유2동,1,
BE_LiST20-0237,외국인관광도시민박업,오하우스,,강북구 도봉로 10라길 20-3,서울특별시,강북구,송중동,1,
BE_LiST20-0238,외국인관광도시민박업,그린홈스테이,,"서울시 도봉구 노해로63다길 34, 101-1309 (창동, 동아그린아파트)",서울특별시,도봉구,창5동,1,
BE_LiST20-0239,외국인관광도시민박업,도봉홈스테이,,"서울시 도봉구 마들로 859-19, 109-1109 (도봉동, 한신아파트)",서울특별시,도봉구,도봉2동,2,
BE_LiST20-0240,외국인관광도시민박업,해피비니하우스,,"서울시 도봉구 노해로63다길 34, 103-1203 (창동, 동아그린아파트)",서울특별시,도봉구,창5동,1,
BE_LiST20-0241,외국인관광도시민박업,Dobong House,,"서울시 도봉구 해등로 231, 8-1208 (쌍문동, 한양아파트)",서울특별시,도봉구,쌍문4동,2,
BE_LiST20-0242,외국인관광도시민박업,즐거운 집,,"서울시 도봉구 도봉로136길 28, 507-104 (창동, 북한산아이파크아파트)",서울특별시,도봉구,창5동,3,
BE_LiST20-0086,외국인관광도시민박업,24게스트하우스남산가든점,,서울특별시 중구 퇴계로20나길 2-23 (남산동2가) 2층,서울특별시,중구,명동,5,
BE_LiST20-0087,외국인관광도시민박업,남산게스트하우스5,,"서울특별시 중구 퇴계로18길 67, 5층 (남산동2가)",서울특별시,중구,명동,3,
BE_LiST20-0088,외국인관광도시민박업,낸시게스트하우스,,"서울특별시 중구 퇴계로14길 29, 503호,504호 (남산동1가)",서울특별시,중구,명동,5,
BE_LiST20-0089,외국인관광도시민박업,보듬,,서울특별시 중구 소공로4길 17-5 (회현동2가),서울특별시,중구,회현동,5,
BE_LiST20-0090,외국인관광도시민박업,조아요(zoayo),,"서울특별시 중구 소공로6길 34, 4층 (남산동2가)",서울특별시,중구,명동,2,
BE_LiST20-0091,외국인관광도시민박업,루카스게스트하우스,,서울특별시 중구 퇴계로14길 29 4층 (남산동1가),서울특별시,중구,명동,2,
BE_LiST20-0092,외국인관광도시민박업,더메이 포레스트빌,,"서울특별시 중구 장충단로8길 11-12, 1층 (장충동1가)",서울특별시,중구,장충동,6,
BE_LiST20-0093,외국인관광도시민박업,지지 게스트하우스,,서울특별시 중구 퇴계로24길 2-7 (남산동3가),서울특별시,중구,명동,8,
BE_LiST20-0094,외국인관광도시민박업,맘하우스(명동맘하우스),,"서울특별시 중구 퇴계로22길 11, 6층 (남산동3가)",서울특별시,중구,명동,6,
BE_LiST20-0095,외국인관광도시민박업,서울 타이완 게스트하우스,,서울특별시 중구 퇴계로10길 20-18 (회현동1가),서울특별시,중구,회현동,7,
BE_LiST20-0096,외국인관광도시민박업,플랜에이호스텔,,서울특별시 중구 청구로 138 (신당동),서울특별시,중구,신당동,7,
BE_LiST20-0097,외국인관광도시민박업,무지개 게스트하우스,,"서울특별시 중구 퇴계로31길 29 (충무로3가, 옥탑층)",서울특별시,중구,필동,2,
BE_LiST20-0098,외국인관광도시민박업,토마토 게스트하우스,,"서울특별시 중구 퇴계로20가길 8-1 1,2층(남산동2가)",서울특별시,중구,명동,8,
BE_LiST20-0099,외국인관광도시민박업,코지스테이,,"서울특별시 중구 마장로9길 49-19, 4,5층 (황학동)",서울특별시,중구,황학동,2,
BE_LiST20-0100,외국인관광도시민박업,준게스트하우스,,"서울특별시 중구 퇴계로20나길 9, 3층 (남산동2가)",서울특별시,중구,명동,7,
BE_LiST20-0101,외국인관광도시민박업,아미하우스,,"서울특별시 중구 난계로11길 16, 10층 (황학동, 아미인 )",서울특별시,중구,황학동,4,
BE_LiST20-0102,외국인관광도시민박업,게스트하우스 도담,,"서울특별시 중구 후암로58길 13 (남대문로5가, 1~3층)",서울특별시,중구,회현동,7,
BE_LiST20-0103,외국인관광도시민박업,88 게스트하우스,,서울특별시 중구 퇴계로16길 14-10 (회현동3가),서울특별시,중구,회현동,7,
