키,업종,상호,주소,도로명주소,행정 시,행정 구,행정 동,객실수,비고
BE_LiST20-0104,외국인관광도시민박업,드림하우스1,,"서울특별시 중구 퇴계로6길 22-1, 2층 (남창동)",서울특별시,중구,회현동,2,
BE_LiST20-0105,외국인관광도시민박업,드림하우스2,,"서울특별시 중구 퇴계로6길 22-1, 3층 (남창동)",서울특별시,중구,회현동,2,
BE_LiST20-0106,외국인관광도시민박업,드림하우스3,,"서울특별시 중구 퇴계로6길 22-1, 4층 (남창동)",서울특별시,중구,회현동,2,
BE_LiST20-0107,외국인관광도시민박업,퍼스트하우스,,"서울특별시 중구 퇴계로 217, 1동 1159호 (충무로4가)",서울특별시,중구,광희동,3,
BE_LiST20-0108,외국인관광도시민박업,윤 게스트하우스,,"서울특별시 중구 퇴계로18길 67-9, 1~2층 (남산동2가)",서울특별시,중구,명동,7,
BE_LiST20-0109,외국인관광도시민박업,남대문게스트하우스2,,"서울특별시 중구 퇴계로10길 20-36, 1~2층 (회현동1가)",서울특별시,중구,회현동,4,
BE_LiST20-0110,외국인관광도시민박업,오주 게스트하우스,,"서울특별시 중구 청구로21길 46, 503호 (신당동)",서울특별시,중구,다산동,1,
BE_LiST20-0111,외국인관광도시민박업,제이오너 Ⅱ,,"서울특별시 중구 소공로6나길 8, 302호 (회현동2가)",서울특별시,중구,회현동,2,
BE_LiST20-0112,외국인관광도시민박업,제이오너 Ⅲ,,"서울특별시 중구 소공로6나길 8, 202호 (회현동2가)",서울특별시,중구,회현동,2,
BE_LiST20-0113,외국인관광도시민박업,마마 게스트하우스2,,"서울특별시 중구 소파로4길 34-1, 지층 (예장동)",서울특별시,중구,필동,3,
BE_LiST20-0114,외국인관광도시민박업,코니하우스,,서울특별시 중구  퇴계로52길 5-3 1~2층 (쌍림동 ),서울특별시,중구,광희동,10,
BE_LiST20-0115,외국인관광도시민박업,J-Story 게스트하우스,,"서울특별시 중구 중림로9길 6, 1~3층 (중림동)",서울특별시,중구,중림동,8,
BE_LiST20-0116,외국인관광도시민박업,낙원(PARADISE) 게스트하우스,,"서울특별시 중구 장충단로8길 45-4, 1~2층 (장충동1가, (201호 제외))",서울특별시,중구,장충동,1,
BE_LiST20-0117,외국인관광도시민박업,드리머스 게스트하우스,,"서울특별시 중구 퇴계로32길 40-3, 2층 (예장동)",서울특별시,중구,필동,5,
BE_LiST20-0118,외국인관광도시민박업,이브,,"서울특별시 중구 퇴계로20길 41-14, 2층 (남산동2가)",서울특별시,중구,명동,1,
BE_LiST20-0119,외국인관광도시민박업,게스트하우스 더힐2,,서울특별시 중구 퇴계로20나길 27 (예장동),서울특별시,중구,필동,7,
BE_LiST20-0120,외국인관광도시민박업,충정로 삼성 홈스테이,,"서울특별시 중구 중림로 10, 106동 801호(중림동)",서울특별시,중구,중림동,2,
BE_LiST20-0121,외국인관광도시민박업,아네스 인,,서울특별시 용산구 녹사평대로40다길 17 (이태원동),서울특별시,용산구,이태원2동,7,
BE_LiST20-0122,외국인관광도시민박업,Robin's Nest (로빈스 네스트),,"서울특별시 용산구 이태원로 216-6, 203호 (한남동)",서울특별시,용산구,한남동,3,
BE_LiST20-0123,외국인관광도시민박업,한강뷰(Han river View),,"서울특별시 용산구 이촌로 1, 2401호 (한강로3가, GS한강에클라트)",서울특별시,용산구,한강로동,2,
BE_LiST20-0124,외국인관광도시민박업,덕수궁하우스(Deok su gung House),,서울특별시 용산구 원효로71길 7-13 (원효로2가),서울특별시,용산구,원효로1동,4,
BE_LiST20-0125,외국인관광도시민박업,Itaewon backpackers,,서울특별시 용산구 이태원로36길 19-8 (한남동),서울특별시,용산구,한남동,6,
BE_LiST20-0126,외국인관광도시민박업,시온게스트하우스,,서울특별시 용산구 한남대로27가길 26-10 (한남동),서울특별시,용산구,한남동,4,
BE_LiST20-0127,외국인관광도시민박업,SP@Itaewon,,서울특별시 용산구 이태원로23길 22 (이태원동),서울특별시,용산구,이태원1동,7,
BE_LiST20-0243,외국인관광도시민박업,둘리게스트하우스 (Dooly Guesthouse),,서울시 도봉구 노해로48길 26-5 (쌍문동),서울특별시,도봉구,쌍문3동,2,
BE_LiST20-0244,외국인관광도시민박업,DREM HOUSE,,"서울특별시 노원구 공릉로 430, 103동 701호 (중계동, 중앙하이츠아쿠아)",서울특별시,노원구,중계2.3동,1,
BE_LiST20-0245,외국인관광도시민박업,The Healing Homestay,,"서울특별시 노원구 한글비석로15길 51, 201동 906호 (중계동, 현대아파트)",서울특별시,노원구,중계4동,1,
BE_LiST20-0246,외국인관광도시민박업,Smile Homestay,,"서울특별시 노원구 섬밭로 265, 6동 15층 2호 (중계동, 경남아파트)",서울특별시,노원구,중계2.3동,1,
BE_LiST20-0247,외국인관광도시민박업,sun flower,,"서울특별시 노원구 상계로23길 60-3, 401호 (상계동, 우리아트빌)",서울특별시,노원구,상계2동,1,
BE_LiST20-0248,외국인관광도시민박업,COSMOS HOUSE,,"서울특별시 노원구 공릉로 206, 103동 301호 (공릉동, 동부아파트)",서울특별시,노원구,공릉2동,1,
BE_LiST20-0249,외국인관광도시민박업,한국인의 집,,서울특별시 은평구 불광동 131-16번지 ,서울특별시,은평구,불광2동,2,
BE_LiST20-0250,외국인관광도시민박업,히토미,,서울특별시 은평구 갈현동 540번지 우남아파트 102동 202호,서울특별시,은평구,갈현2동,2,
BE_LiST20-0251,외국인관광도시민박업,해피 하우스,,서울특별시 은평구 진관동 106번지 은평뉴타운 마고정 305동 201호,서울특별시,은평구,진관동,1,
BE_LiST20-0252,외국인관광도시민박업,아이맘,,서울특별시 은평구 갈현동 406-22번지 ,서울특별시,은평구,갈현1동,3,
BE_LiST20-0253,외국인관광도시민박업,모모줌마하우스,,서울특별시 은평구 진관동 27번지 은평뉴타운 구파발아파트 1016동 602호,서울특별시,은평구,진관동,1,
BE_LiST20-0254,외국인관광도시민박업,파라다이스,,서울특별시 은평구 진관동 11번지 은평뉴타운 상림마을 ,서울특별시,은평구,진관동,2,
BE_LiST20-0255,외국인관광도시민박업,감나무가 있는 집,,서울특별시 은평구 신사동 236-26번지 ,서울특별시,은평구,신사2동,4,
BE_LiST20-0256,외국인관광도시민박업,재오하우스,,서울특별시 은평구 증산동 202-28번지 삼보아트빌 202호,서울특별시,은평구,증산동,4,
BE_LiST20-0257,외국인관광도시민박업,항아리하우스,,서울특별시 은평구 응암동 34-25번지 ,서울특별시,은평구,응암1동,2,
BE_LiST20-0258,외국인관광도시민박업,엠마의 집,,서울특별시 은평구 대조동 200-18번지 ,서울특별시,은평구,대조동,4,
BE_LiST20-0259,외국인관광도시민박업,제니의 집,,서울특별시 은평구 응암동 593-21번지 ,서울특별시,은평구,응암3동,1,
BE_LiST20-0260,외국인관광도시민박업,스마일 홈스테이,,서울특별시 은평구 진관동 105번지 은평뉴타운마고정아파트 324동 505호,서울특별시,은평구,진관동,1,
BE_LiST20-0261,외국인관광도시민박업,한진,,서울특별시 은평구 진관동 12번지 은평뉴타운상림마을 712동 205호,서울특별시,은평구,진관동,2,
BE_LiST20-0262,외국인관광도시민박업,북한산 옐로우 게스트 하우스,,서울특별시 은평구 불광동 16-96번지 ,서울특별시,은평구,불광1동,2,
BE_LiST20-0263,외국인관광도시민박업,서울 홈스테이,,서울특별시 은평구 구산동 177-8번지 ,서울특별시,은평구,구산동,2,
BE_LiST20-0264,외국인관광도시민박업,글로벌 홈,,서울특별시 은평구 진관동 81번지 ,서울특별시,은평구,진관동,1,
BE_LiST20-0265,외국인관광도시민박업,제이에스하우스 2,,서울특별시 은평구 신사동 34-4번지 202호,서울특별시,은평구,신사1동,2,
BE_LiST20-0266,외국인관광도시민박업,제이에스하우스 1,,서울특별시 은평구 신사동 34-4번지 201호,서울특별시,은평구,신사1동,2,
BE_LiST20-0267,외국인관광도시민박업,아름다운 황토집,,서울특별시 은평구 불광동 480-261번지 ,서울특별시,은평구,불광2동,2,
BE_LiST20-0268,외국인관광도시민박업,씨티게스트하우스,,서울특별시 서대문구 연희로15길 83-9 (연희동),서울특별시,서대문구,연희동,5,
BE_LiST20-0269,외국인관광도시민박업,스마일스테이,,"서울특별시 서대문구 연희로29길 21, 101, 102호호 (연희동, 파레스빌라)",서울특별시,서대문구,연희동,2,
BE_LiST20-0128,외국인관광도시민박업,Guest house Itawon hills,,"서울특별시 용산구 장문로 27 (이태원동, 22-2 청화아파트 4동 1101호)",서울특별시,용산구,서빙고동,3,
BE_LiST20-0129,외국인관광도시민박업,피터하우스(PETER HOUSE),,"서울특별시 용산구 독서당로 123, 202호 (한남동, 아울스스퀘어)",서울특별시,용산구,한남동,3,
BE_LiST20-0130,외국인관광도시민박업,고사리하우스,,"서울특별시 용산구 효창원로 17 (산천동, 193 리버힐삼성아파트 102동 201호)",서울특별시,용산구,원효로2동,2,
BE_LiST20-0131,외국인관광도시민박업,쯔요시노이에(tuyosinoie),,"서울특별시 용산구 후암로30길 17, 401호 (후암동, 60-12 노바펠리스)",서울특별시,용산구,후암동,3,
BE_LiST20-0132,외국인관광도시민박업,아오이소라,,"서울특별시 용산구 이촌로 174, 103동 2107호 (이촌동)",서울특별시,용산구,이촌1동,2,
BE_LiST20-0133,외국인관광도시민박업,마틴비앤비,,서울특별시 용산구 효창원로76길 18 (효창동),서울특별시,용산구,청파동,4,
BE_LiST20-0134,외국인관광도시민박업,ryan민박,,"서울특별시 용산구 이촌로 100-8, 101동 1002호 (이촌동, 동아그린아파트)",서울특별시,용산구,이촌2동,2,
BE_LiST20-0135,외국인관광도시민박업,제로미네,,"서울특별시 용산구 이태원로23길 21 (이태원동, 1~2층)",서울특별시,용산구,이태원1동,4,
BE_LiST20-0136,외국인관광도시민박업,한리버뷰하우스,,"서울특별시 용산구 이촌로46길 26, 601호 (이촌동, 퀸스리버빌)",서울특별시,용산구,이촌1동,3,
BE_LiST20-0137,외국인관광도시민박업,파인트리게스트하우스,,서울특별시 용산구 한강대로52길 29-3 (한강로1가),서울특별시,용산구,한강로동,5,
BE_LiST20-0138,외국인관광도시민박업,진스파라다이스,,"서울특별시 용산구 녹사평대로26길 38, 7층동 (이태원동)",서울특별시,용산구,이태원1동,3,
BE_LiST20-0139,외국인관광도시민박업,하우스(HA;US),,"서울특별시 용산구 우사단로10길 68, 3층동 (보광동)",서울특별시,용산구,한남동,2,
BE_LiST20-0140,외국인관광도시민박업,UN게스트하우스,,"서울특별시 용산구 독서당로 108, 2층 A호 (한남동, 유엔맨숀)",서울특별시,용산구,한남동,2,
BE_LiST20-0141,외국인관광도시민박업,비니게스트하우스,,"서울특별시 용산구 대사관로24길 6-11, 지상1층 (한남동)",서울특별시,용산구,한남동,2,
BE_LiST20-0142,외국인관광도시민박업,팝앳이태원,,"서울특별시 용산구 녹사평대로32길 9, 2층 (이태원동)",서울특별시,용산구,이태원1동,6,
BE_LiST20-0143,외국인관광도시민박업,서울펜슬,,서울특별시 용산구 청파로47길 37-23 (청파동3가),서울특별시,용산구,청파동,9,
BE_LiST20-0144,외국인관광도시민박업,이태원인,,"서울특별시 용산구 보광로 103-2, 4층 (이태원동)",서울특별시,용산구,이태원1동,9,
BE_LiST20-0145,외국인관광도시민박업,이즈앳케이 게스트하우스,,"서울특별시 용산구 이태원로42길 20, 3층 (한남동)",서울특별시,용산구,한남동,2,
BE_LiST20-0146,외국인관광도시민박업,이태원G 게스트하우스,,"서울특별시 용산구 보광로60길 14-38, 3층 (이태원동)",서울특별시,용산구,이태원1동,3,
BE_LiST20-0147,외국인관광도시민박업,Noel's Guest House,,서울특별시 용산구 이태원로26길 16-10 (이태원동),서울특별시,용산구,이태원1동,4,
BE_LiST20-0148,외국인관광도시민박업,타이거하우스,,"서울특별시 용산구 우사단로10길 78, 4층 (보광동)",서울특별시,용산구,한남동,1,
BE_LiST20-0149,외국인관광도시민박업,SS게스트하우스,,서울특별시 용산구 청파로 359-3 (서계동),서울특별시,용산구,청파동,4,
BE_LiST20-0150,외국인관광도시민박업,토미시스템,,"서울특별시 용산구 효창원로25다길 33-7, 201호 (용문동)",서울특별시,용산구,용문동,1,
BE_LiST20-0151,외국인관광도시민박업,코지플레이스인이태원,,"서울특별시 용산구 이태원로17길 23-9, 1~2층 (이태원동)",서울특별시,용산구,이태원1동,7,
BE_LiST20-0152,외국인관광도시민박업,24게스트하우스 이태원점,,서울특별시 용산구 이태원로23길 16-5 (이태원동),서울특별시,용산구,이태원1동,8,
BE_LiST20-0153,외국인관광도시민박업,노매드하우스이태원,,"서울특별시 용산구 녹사평대로46길 79, B01호 (이태원동)",서울특별시,용산구,이태원2동,3,
BE_LiST20-0154,외국인관광도시민박업,24게스트하우스 서울도심공항점,,서울특별시 용산구 만리재로40길 22 (서계동),서울특별시,용산구,청파동,8,
BE_LiST20-0155,외국인관광도시민박업,쏘셜하우스(Social House),,"서울특별시 용산구 이태원로26길 16-2, 2층 (이태원동)",서울특별시,용산구,이태원1동,2,
BE_LiST20-0156,외국인관광도시민박업,요트(Yacht),,서울특별시 용산구 이태원로23길 23 (이태원동),서울특별시,용산구,이태원1동,5,
BE_LiST20-0157,외국인관광도시민박업,LAON(라온),,서울특별시 용산구 회나무로26길 43 (이태원동),서울특별시,용산구,이태원2동,2,
BE_LiST20-0158,외국인관광도시민박업,seoul corner guest house,,서울특별시 용산구 한강대로 287 (갈월동),서울특별시,용산구,남영동,5,
BE_LiST20-0159,외국인관광도시민박업,G게스트홈,,서울특별시 용산구 녹사평대로26가길 24-4 (이태원동),서울특별시,용산구,이태원1동,5,
BE_LiST20-0160,외국인관광도시민박업,KIM's house,,"서울특별시 용산구 이태원로15길 30-24, 202호 (이태원동)",서울특별시,용산구,이태원1동,1,
BE_LiST20-0161,외국인관광도시민박업,9 Road,,"서울특별시 용산구 우사단로14길 36, 2층 (한남동)",서울특별시,용산구,한남동,1,
BE_LiST20-0162,외국인관광도시민박업,FUNFUN GUESTHOUSE(펀펀 게스트하우스),,서울특별시 용산구 장문로6길 81-1 (동빙고동),서울특별시,용산구,서빙고동,2,
BE_LiST20-0163,외국인관광도시민박업,트리플,,"서울특별시 용산구 한남대로27가길 32, 4층 (한남동)",서울특별시,용산구,한남동,1,
BE_LiST20-0164,외국인관광도시민박업,88하우스 용산,,"서울특별시 용산구 백범로90다길 12, 202동 3202호 (문배동, 용산CJ나인파크)",서울특별시,용산구,원효로1동,1,
BE_LiST20-0165,외국인관광도시민박업,큐브 게스트하우스,,"서울특별시 용산구 이태원로23길 28-4, 1,2층 (이태원동)",서울특별시,용산구,이태원1동,6,
BE_LiST20-0166,외국인관광도시민박업,트래블홀릭 게스트하우스,,서울특별시 용산구 녹사평대로26가길 26 (이태원동),서울특별시,용산구,이태원1동,2,
BE_LiST20-0167,외국인관광도시민박업,eid guesthouse,,서울특별시 용산구 우사단로4길 67-20 (보광동),서울특별시,용산구,보광동,3,
BE_LiST20-0168,외국인관광도시민박업,정 story,,"서울특별시 용산구 효창원로94나길 6-5, 2층 3호 (청파동1가)",서울특별시,용산구,청파동,1,
BE_LiST20-0169,외국인관광도시민박업,Cozy House,,"서울특별시 용산구 원효로77길 20-16, 1호 (원효로1가)",서울특별시,용산구,원효로1동,2,
BE_LiST20-0170,외국인관광도시민박업,Photo Park(포토박),,서울특별시 용산구 신흥로27길 6-5 (용산동2가),서울특별시,용산구,용산2가동,4,
BE_LiST20-0171,외국인관광도시민박업,용하우스(Yong House),,"서울특별시 용산구 이촌로2가길 66, 101동 1606호 (이촌동, 북한강아파트)",서울특별시,용산구,이촌2동,1,
BE_LiST20-0172,외국인관광도시민박업,Eden Guest House,,"서울특별시 용산구 회나무로13길 6-4, 1~2층 (이태원동)",서울특별시,용산구,이태원2동,5,
BE_LiST20-0173,외국인관광도시민박업,로사 스테이,,"서울특별시 용산구 이촌로22길 5-10, 지하층 (이촌동)",서울특별시,용산구,이촌2동,1,
BE_LiST20-0174,외국인관광도시민박업,指月藏(jiwoljang),,"서울특별시 용산구 후암로4길 21, 에이동 1층 (후암동)",서울특별시,용산구,후암동,3,
BE_LiST20-0175,외국인관광도시민박업,소월길,,"서울특별시 용산구 신흥로20길 27, 102호 (용산동2가, 대영빌라)",서울특별시,용산구,용산2가동,1,
BE_LiST20-0176,외국인관광도시민박업,노바펠리스,,"서울특별시 용산구 후암로30길 17, 302호 (후암동, 노바펠리스)",서울특별시,용산구,후암동,3,
BE_LiST20-0177,외국인관광도시민박업,House of Itaewon,,서울특별시 용산구 이태원로27길 26 (이태원동),서울특별시,용산구,이태원1동,1,
BE_LiST20-0178,외국인관광도시민박업,Top guesthouse,,"서울특별시 용산구 청파로85길 38, 3층 (서계동)",서울특별시,용산구,청파동,2,
BE_LiST20-0179,외국인관광도시민박업,요트-2,,"서울특별시 용산구 이태원로19길 19, 3층 (이태원동)",서울특별시,용산구,이태원1동,1,
BE_LiST20-0180,외국인관광도시민박업,엠버시게스트하우스,,"서울특별시 용산구 대사관로31길 7-3, 2~3층 (한남동)",서울특별시,용산구,한남동,5,
BE_LiST20-0181,외국인관광도시민박업,제이제이게스트하우스,,"서울특별시 용산구 회나무로39길 6-17, 2~3층 (이태원동)",서울특별시,용산구,이태원2동,3,
BE_LiST20-0182,외국인관광도시민박업,chic studio,,"서울특별시 용산구 이태원로19길 15, 302호 (이태원동)",서울특별시,용산구,이태원1동,1,
BE_LiST20-0183,외국인관광도시민박업,Jeong's family,,"서울특별시 용산구 효창원로8길 16, 101동 903호 (원효로4가, 한성 한강수 아파트)",서울특별시,용산구,원효로2동,2,
BE_LiST20-0184,외국인관광도시민박업,코리아 스테이(Korea Stay),,"서울특별시 성동구 독서당로 173, 2동 1403호 (옥수동, 극동아파트)",서울특별시,성동구,옥수동,1,
BE_LiST20-0185,외국인관광도시민박업,홈 스테이,,"서울특별시 성동구 살곶이길 50, 102동 1703호 (마장동, 현대아파트)",서울특별시,성동구,마장동,1,
BE_LiST20-0186,외국인관광도시민박업,B&B 2ND FLOOR(비앤비세컨플로),,"서울특별시 성동구 매봉길 15, 114동 2층 203호 (옥수동, 래미안옥수리버젠아파트)",서울특별시,성동구,옥수동,2,
BE_LiST20-0187,외국인관광도시민박업,스테이서울,,"서울특별시 성동구 사근동길 8, 5층 (행당동)",서울특별시,성동구,사근동,1,
BE_LiST20-0188,외국인관광도시민박업,twohyuns,,"서울특별시 성동구 독서당로 343, 103동 1502호 (금호동1가, 금호삼성래미안)",서울특별시,성동구,금호1가동,2,
BE_LiST20-0189,외국인관광도시민박업,리버사이드 게스트하우스,,"서울특별시 성동구 둘레15길 7, 101동 7층 1호 (성수동2가)",서울특별시,성동구,성수2가1동,2,
BE_LiST20-0190,외국인관광도시민박업,행당역홈스테이,,"서울특별시 성동구 행당로 82, 121동 1802호 (행당동, 행당한진타운)",서울특별시,성동구,행당2동,2,
BE_LiST20-0191,외국인관광도시민박업,도심단체숙소,,"서울특별시 성동구 행당로 82, 121동 19층 1903호 (행당동, 행당한진타운)",서울특별시,성동구,행당2동,2,
BE_LiST20-0192,외국인관광도시민박업,에밀리홈스테이,,"서울특별시 광진구 뚝섬로34길 67, A동 3층 303호 (자양동, 광진트라팰리스)",서울특별시,광진구,자양3동,1,
BE_LiST20-0193,외국인관광도시민박업,Homestay Cafe Naru,,서울특별시 광진구 광장로1길 18 (광장동),서울특별시,광진구,광장동,2,
BE_LiST20-0194,외국인관광도시민박업,Happy Day Familly,,"서울특별시 광진구 뚝섬로34길 25-19, 1004동 402호 (자양동, 현대홈타운10차아파트)",서울특별시,광진구,자양3동,3,
BE_LiST20-0195,외국인관광도시민박업,친친스테이(Chinchin Stay),,서울특별시 광진구 자양번영로5길 37-1 (자양동),서울특별시,광진구,자양3동,2,
BE_LiST20-0196,외국인관광도시민박업,서울 워커힐 홈스테이 게스트하우스,,"서울특별시 광진구 아차산로 637, 24동 603호 (광장동, 워커힐아파트)",서울특별시,광진구,광장동,1,
BE_LiST20-0197,외국인관광도시민박업,마이클 스캇 비앤비,,"서울특별시 광진구 뚝섬로60길 4-10, 201호 (자양동, 스카이빌)",서울특별시,광진구,자양2동,1,
BE_LiST20-0198,외국인관광도시민박업,수라 하우스,,"서울특별시 광진구 천호대로 716, 103동 301호 (구의동, 아차산휴먼시아)",서울특별시,광진구,구의2동,2,
BE_LiST20-0199,외국인관광도시민박업,세계로가는 나,,"서울특별시 동대문구 한천로11길 10-1, 102동 903층 (답십리동, 동아아파트)",서울특별시,동대문구,답십리2동,1,
BE_LiST20-0200,외국인관광도시민박업,서울 스위트,,"서울특별시 동대문구 장안벚꽃로1길 7, 1008동 12층 1201호 (장안동, 힐스테이트아파트)",서울특별시,동대문구,장안2동,2,
BE_LiST20-0201,외국인관광도시민박업,투게더,,"서울특별시 동대문구 장안벚꽃로 107, 119동 1층 105호 (장안동, 현대홈타운)",서울특별시,동대문구,장안1동,1,
BE_LiST20-0202,외국인관광도시민박업,Korea Stay (한국관광공사 홈스테이 2기지정),,서울특별시 동대문구 황물로15길 25 (답십리동),서울특별시,동대문구,답십리1동,2,
BE_LiST20-0203,외국인관광도시민박업,Ko-Stay,,서울특별시 동대문구 한천로 248 (휘경동),서울특별시,동대문구,휘경2동,1,
BE_LiST20-0204,외국인관광도시민박업,유자향기  ( Citron scent ),,"서울특별시 동대문구 한천로58길 47, 105동 20층 2003호 (이문동, 쌍용@)",서울특별시,동대문구,이문2동,2,
BE_LiST20-0205,외국인관광도시민박업,리즈홈 / Lee's home,,"서울특별시 동대문구 제기로 131, 101동 1702호 (청량리동, 한신아파트)",서울특별시,동대문구,청량리동,1,
BE_LiST20-0206,외국인관광도시민박업,INTO DREAM HOUSE,,"서울특별시 동대문구 사가정로 65, 108동 801층 (전농동, 레미안크레시티)",서울특별시,동대문구,전농1동,1,
BE_LiST20-0207,외국인관광도시민박업,W Residence,,"서울특별시 동대문구 사가정로 65, 211동 701호 (전농동, 래미안크레시티)",서울특별시,동대문구,전농1동,1,
BE_LiST20-0208,외국인관광도시민박업,우에다 하까루 (UEDA HAKARU),,"서울특별시 동대문구 한천로63길 10, 101동 2304호 (이문동)",서울특별시,동대문구,이문2동,2,
BE_LiST20-0209,외국인관광도시민박업,Han's House,,"서울특별시 동대문구 한천로11길 45, 4층 (답십리동)",서울특별시,동대문구,답십리2동,1,
BE_LiST20-0210,외국인관광도시민박업,Uhbu's,,서울특별시 동대문구 고산자로33길 19-5 (용두동),서울특별시,동대문구,용신동,3,
BE_LiST20-0211,외국인관광도시민박업,VERDI GUESTHOUSE,,서울특별시 동대문구 휘경로 61-5 (휘경동),서울특별시,동대문구,휘경1동,2,
BE_LiST20-0212,외국인관광도시민박업,B&B in Seoul,,"서울특별시 동대문구 답십리로 130, 307동 501호 (답십리동, 래미안위브아파트)",서울특별시,동대문구,답십리1동,1,
BE_LiST20-0213,외국인관광도시민박업,Jangan hills Home stay,,"서울특별시 동대문구 장안벚꽃로1길 7, 1009동 601호 (장안동, 장안힐스테이트아파트)",서울특별시,동대문구,장안2동,2,
