호선,역,인구_100,가구_100,주택_100,사업체수_100,교육시설_100,공공기관_100,금융시설_100,의료시설_100,대중교통_100,방범.방재_100,백화점.중대형마트_100,편의점_100,극장.영화관_100,도서관.박물관_100,인구_300,가구_300,주택_300,사업체수_300,교육시설_300,공공기관_300,금융시설_300,의료시설_300,대중교통_300,방범.방재_300,백화점.중대형마트_300,편의점_300,극장.영화관_300,도서관.박물관_300,인구_500,가구_500,주택_500,사업체수_500,교육시설_500,공공기관_500,금융시설_500,의료시설_500,대중교통_500,방범.방재_500,백화점.중대형마트_500,편의점_500,극장.영화관_500,도서관.박물관_500
6,합정,2647,1319,1080,1137,0,2,26,23,5,1,1,13,3,0,8835,4185,3191,2574,2,4,47,56,13,3,1,29,5,0,19525,9115,6513,4544,3,5,73,79,27,4,0,51,9,1
6,망원,3996,1888,1248,457,0,0,6,39,4,0,0,7,0,0,16747,7738,5450,1714,1,4,18,88,18,1,0,21,0,0,34718,15755,11235,3066,6,4,23,122,32,1,0,37,0,0
6,마포구청,2701,1194,1024,357,0,1,0,10,3,1,0,3,0,1,13916,6252,5486,1136,2,6,2,34,15,1,1,14,2,2,29145,11913,10053,1927,7,7,7,63,26,1,1,22,2,2
6,월드컵경기장,899,271,271,268,0,2,1,6,8,0,1,4,1,0,6597,2503,2512,352,1,2,3,17,12,0,1,4,1,1,16040,6477,6070,1012,4,4,7,49,24,1,1,12,1,1
6,디지털미디어시티,1680,719,475,996,0,6,18,28,22,1,0,18,2,1,7745,2964,2434,1183,0,6,19,32,25,1,0,23,2,1,21867,8344,6798,2117,4,10,27,79,40,2,2,34,3,2
6,증산,3496,1435,1179,225,0,0,3,11,5,0,0,5,0,1,14287,5583,4343,800,2,5,6,46,12,2,0,12,0,1,30231,11812,8957,1530,4,5,10,69,17,2,0,18,0,1
6,새절,2507,1081,689,169,1,1,2,10,6,0,0,3,0,0,11526,4939,3144,937,4,2,4,48,17,0,0,9,0,0,31517,12938,8847,1980,11,5,9,105,27,1,0,17,0,0
6,응암,4565,1954,1641,447,1,1,2,22,8,0,1,5,0,0,18256,7534,6086,948,5,3,7,45,12,1,1,13,1,1,45366,18162,14453,2304,13,3,16,125,25,1,1,28,0,0
6,역촌,3659,1545,1139,315,0,1,0,12,7,1,0,4,0,0,15871,6436,4720,779,1,1,2,49,15,1,0,10,0,0,39590,16267,11809,2162,4,5,16,107,31,2,0,23,1,0
6,불광,1843,979,692,893,0,0,9,41,9,0,1,5,2,0,12153,5824,4440,1824,1,6,34,110,21,2,1,11,2,0,30854,13502,10240,2409,3,8,38,138,29,2,1,16,3,0
6,독바위,4697,1810,1517,156,2,1,0,11,4,1,0,3,0,2,11554,4461,3953,237,5,1,0,15,6,1,0,4,0,2,23910,9331,7810,556,9,2,16,27,13,2,0,6,0,3
6,연신내,2618,1379,953,1074,1,1,36,66,8,1,0,10,0,0,13019,6249,3863,21258,3,3,55,123,18,1,0,22,2,0,35275,15280,10112,3065,11,5,59,165,37,1,0,33,2,1
6,구산,4166,1778,1348,459,5,0,6,48,8,0,0,4,0,0,17147,6876,5088,1062,7,0,10,64,15,0,0,10,0,1,42081,16534,12510,1982,11,2,16,104,30,0,0,21,0,0
7,장암,14,8,6,48,0,0,0,0,8,0,0,1,0,0,332,140,119,175,0,0,0,0,10,0,0,2,0,0,3315,1189,1155,257,0,0,0,4,14,0,0,4,0,0
7,도봉산,429,179,92,121,0,0,0,5,4,0,0,2,0,0,5014,1767,1600,213,2,0,0,10,6,0,0,2,0,0,16113,5719,5227,713,7,1,1,34,27,1,0,7,0,0
7,수락산,4302,1825,1609,506,0,4,3,42,8,1,0,8,0,1,13650,5237,4674,848,0,5,4,59,11,2,0,11,0,1,26951,10048,9125,1478,9,5,8,87,28,2,0,15,0,0
7,마들,3575,1365,1339,373,0,0,7,56,6,0,0,4,0,0,17720,6566,6545,508,11,0,7,84,12,0,0,6,0,0,40159,14742,14719,813,16,3,9,122,24,0,0,8,0,0
7,노원,1553,640,474,1352,0,0,12,57,10,0,1,10,1,0,12095,4864,4271,2461,2,5,90,193,24,0,0,23,0,0,29133,11729,10191,3236,10,11,131,251,35,0,0,32,0,0
7,중계,3533,1373,1376,79,0,0,0,8,4,0,0,2,0,0,14251,5089,5098,463,10,0,6,59,17,0,0,5,0,0,36744,14077,14107,1179,14,4,9,107,19,1,2,8,3,3
7,하계,3543,1218,1219,151,0,0,1,7,5,0,1,2,0,0,20638,7317,7182,1143,7,4,8,57,26,3,3,7,3,3,39618,13852,13439,1459,14,9,9,83,35,4,3,12,3,3
7,공릉,3448,1435,1044,635,2,2,7,45,8,1,0,9,0,0,15111,6293,4578,1161,2,2,10,65,15,1,0,13,0,0,37174,15373,11643,2136,12,3,18,110,41,2,0,29,0,0
7,태릉입구,2263,1180,837,316,2,0,6,15,10,0,0,4,0,0,10856,4756,3471,1108,3,2,13,38,22,1,0,14,0,0,29127,11829,8718,2061,5,7,19,99,37,3,1,23,0,0
7,먹골,2783,1251,638,359,0,2,2,18,5,0,0,5,0,0,18627,7739,4735,1317,1,4,8,63,16,1,1,13,0,0,34070,13682,8132,1956,5,6,12,82,27,3,1,17,0,0
7,중화,2892,1205,663,507,2,0,3,13,7,0,0,5,0,0,11530,4786,2606,1219,6,3,6,47,18,2,0,7,0,0,33362,13889,7283,2430,9,7,16,80,29,4,0,16,0,0
7,상봉,3333,1703,975,408,1,1,15,18,5,0,0,6,0,0,11216,5260,2870,1043,2,1,21,35,10,0,1,12,0,0,38583,16637,9965,2696,9,5,33,93,23,1,2,22,0,0
7,면목,3787,1903,878,576,0,0,8,32,5,0,0,5,0,0,17487,7749,4174,1323,3,2,11,48,10,1,0,11,0,1,38552,16828,8358,2657,5,2,16,83,17,1,0,8,0,0
7,사가정,4372,2111,839,913,1,1,9,56,7,0,0,8,0,0,16321,7385,3131,1599,3,3,12,74,11,0,0,13,0,0,41626,17730,9240,2864,9,10,15,102,22,4,0,15,0,0
7,용마산,5372,2185,1868,95,2,0,0,6,3,0,0,3,0,0,12802,5281,3592,552,4,2,3,18,6,0,0,6,1,1,33534,13836,8106,1763,7,7,12,71,13,3,0,18,1,1
7,중곡,3193,1323,660,213,1,0,1,18,7,0,0,7,0,1,13070,5693,2721,1339,2,3,7,71,17,3,0,17,0,1,35467,14756,7251,2522,13,6,10,102,25,3,0,24,0,0
7,군자,2974,1648,653,689,0,2,17,41,7,0,0,8,2,0,12591,6259,2682,1634,1,5,27,59,17,1,0,18,2,0,36479,17586,7533,2795,3,8,33,80,32,0,0,34,2,0
7,어린이대공원,3253,1585,663,398,11,4,1,4,9,3,0,13,2,1,8846,5226,2358,897,12,7,6,16,9,4,0,23,2,1,22347,11953,5166,1701,33,8,11,46,18,4,0,37,3,2
7,건대입구,3154,2043,690,989,0,1,7,50,7,0,0,14,0,0,12199,6210,1946,2059,15,3,23,78,9,0,2,27,3,2,33265,16623,69898,3106,18,3,29,107,20,0,2,38,3,2
7,뚝섬유원지,2729,1014,847,98,0,2,0,0,2,2,0,5,0,1,10716,4082,3028,426,3,3,1,12,5,2,0,8,0,2,23744,9007,6254,1053,7,6,5,52,8,4,0,11,0,2
7,청담,2824,1035,994,362,0,0,5,23,6,0,0,5,0,0,9380,3584,3201,1506,3,2,31,83,13,1,0,16,0,0,18590,7112,6422,2361,5,3,51,110,22,0,0,27,0,0
7,강남구청,3019,1387,912,1402,0,1,32,71,5,0,0,18,0,0,10818,4655,3520,3016,3,4,58,153,13,0,0,30,1,0,23954,9726,7757,3902,6,6,73,171,17,0,0,40,1,2
7,학동,2190,1115,664,1685,0,4,37,42,7,1,0,12,0,2,5799,3118,1833,2713,2,4,49,75,11,1,0,23,0,2,17486,9133,5343,5216,5,6,73,123,17,1,0,46,0,2
7,논현,2765,1572,873,1597,0,1,43,114,14,0,0,14,1,2,8656,4937,2371,3119,0,2,53,162,17,0,0,26,0,0,22010,12152,6003,5001,2,2,68,238,22,0,0,45,3,2
7,반포,4345,1397,1405,182,1,0,16,30,3,0,0,3,0,0,14399,4870,2873,2608,5,3,28,68,19,1,2,16,1,0,30756,11015,10115,3465,7,6,38,104,26,2,2,22,0,0
7,고속터미널,0,0,3,1901,0,2,4,3,11,1,1,12,1,0,7106,2378,2341,3146,3,5,36,106,22,1,2,19,1,0,22334,7271,7260,3504,5,7,57,130,29,0,2,27,1,1
7,내방,2563,1044,716,662,0,1,16,32,7,0,0,7,0,0,12369,5091,1773,1552,1,1,25,65,14,0,0,9,0,1,30528,12328,8902,2999,5,3,43,123,30,0,0,19,0,2
7,총신대입구,2800,1278,868,681,0,0,37,67,7,0,0,9,2,1,13118,5879,3905,2163,1,4,69,158,25,0,1,21,2,2,34872,15067,9208,4203,7,9,123,233,49,3,0,34,2,3
7,남성,2790,1141,753,285,0,1,1,21,4,0,0,3,0,1,15158,6304,4232,1081,4,3,7,70,16,1,0,8,0,1,34673,14098,9552,1637,15,6,10,94,27,1,0,15,0,1
7,숭실대입구,3839,1591,635,414,9,3,4,13,8,2,0,7,0,0,14410,5953,3781,870,10,4,6,35,11,2,0,12,0,0,32362,12533,9719,1012,15,4,7,44,23,2,0,15,0,0
7,상도,3607,1821,977,371,1,0,2,23,11,0,0,8,0,1,13436,6297,3967,891,1,2,4,55,24,0,0,13,0,1,38391,16679,11764,1688,6,4,8,110,40,0,0,21,0,2
7,장승배기,3327,1728,983,650,2,3,7,51,14,1,0,5,0,0,14117,6336,4041,1131,3,3,9,75,23,1,0,12,0,0,37939,16271,10209,1810,11,7,14,115,38,0,0,21,0,2
7,신대방삼거리,3676,1808,1221,847,1,4,8,64,14,2,0,7,0,0,15965,7145,4351,1395,2,6,13,97,21,3,0,19,0,0,34875,15257,9373,2181,6,6,18,139,39,3,0,26,0,0
7,보라매,2682,1275,656,409,2,1,3,18,6,0,0,5,0,0,11043,5057,2601,1232,7,8,8,56,29,2,0,11,0,0,25959,11176,6422,2025,11,10,28,94,44,2,0,19,0,0
7,신풍,4121,1672,1034,316,2,2,2,13,9,0,0,3,0,0,14736,5788,4138,685,3,4,4,28,18,1,0,4,0,1,29735,11964,7861,1510,8,5,9,77,84,1,0,12,0,0
7,대림,2604,1193,836,283,1,0,5,7,5,0,0,4,0,0,11115,5140,3532,1414,3,3,27,51,10,1,0,14,0,0,31864,14728,10890,4628,9,10,79,138,29,3,0,39,0,2
7,남구로,5760,2403,2507,369,0,0,6,18,5,0,0,4,0,0,19373,8701,7771,1552,3,3,20,87,13,1,0,11,0,0,39663,17357,14058,6784,9,5,69,163,27,2,0,39,0,4
7,가산디지털단지,900,597,504,6646,0,4,66,51,33,1,0,31,0,0,1912,1188,692,6748,0,4,66,51,33,1,0,32,0,1,7497,4345,2439,11980,0,7,10,75,55,1,0,62,1,2
7,철산,1753,704,600,1257,3,8,42,61,7,2,1,12,2,0,11374,4060,3868,1573,5,10,43,95,13,2,1,15,2,0,28069,9909,8928,2118,8,15,47,132,24,3,1,21,2,1
7,광명사거리,3503,1577,1155,1307,0,2,22,66,6,1,0,11,0,0,17532,7160,5604,2163,5,4,26,116,12,0,0,16,0,0,42434,17085,13203,3041,8,6,31,153,22,0,0,26,0,0
7,천왕,4003,1620,1451,215,2,1,1,14,11,0,0,4,0,0,8907,3403,3129,261,8,1,1,20,14,0,0,5,0,0,17600,6221,5848,504,8,1,4,43,30,0,0,8,0,0
7,온수,2339,1012,964,179,0,0,2,4,10,0,0,6,0,0,6305,2566,2412,281,1,1,3,7,13,1,0,6,0,0,16408,5932,5639,806,18,1,5,19,33,1,0,11,0,1
7,까치울,1495,504,235,132,2,0,0,2,22,0,0,2,0,4,2534,883,536,249,4,0,0,9,28,0,0,3,0,5,5355,1742,1258,296,4,0,0,12,30,0,0,4,0,5
7,부천종합운동장,1592,598,551,1268,5,1,4,8,29,1,0,5,0,5,1592,598,551,1268,5,1,4,8,29,1,0,5,0,5,2943,1040,1014,1525,5,1,4,8,31,1,0,6,0,5
7,춘의,1556,667,466,1286,0,2,6,7,11,0,0,4,0,0,9422,3653,2812,2299,2,2,9,16,18,0,0,8,0,0,17625,6899,4704,3730,8,6,11,18,31,2,0,14,0,0
7,신중동,2177,885,724,1167,1,0,44,78,19,0,2,9,1,0,12113,5024,4539,2877,7,4,136,120,34,1,2,26,1,0,32596,12511,11124,3776,13,8,145,154,47,2,2,30,1,1
7,부천시청,2593,1227,1250,1394,3,6,25,102,20,0,2,14,0,0,7598,3004,3033,1466,6,6,25,102,27,1,2,16,1,0,25186,9831,9876,4196,11,11,58,234,64,3,6,34,2,0
7,상동,2100,887,844,3154,0,4,45,140,29,0,3,24,0,0,8607,3234,31997,3445,0,4,50,150,32,1,3,27,1,1,23816,8100,7691,4706,13,9,59,200,69,2,4,39,2,1
7,삼산체육관,1869,502,413,959,4,0,22,60,34,0,0,12,0,0,5502,1803,1715,1207,9,0,24,78,44,0,0,13,0,0,20828,6998,6888,1350,10,0,24,97,56,0,0,15,0,0
7,굴포천,3138,1326,860,277,0,0,2,4,9,0,1,1,0,0,12537,4997,3400,1748,3,0,27,88,28,0,0,14,0,0,29904,11444,9114,2320,9,3,29,115,45,1,1,15,1,0
7,부평구청,2513,926,714,271,0,2,2,5,19,1,0,4,0,0,8884,3312,3049,640,1,5,4,23,21,1,0,7,0,1,21063,8088,6899,1310,7,8,7,55,40,1,0,10,1,1
8,암사,3058,1458,1127,733,1,2,7,57,7,0,0,9,0,0,20711,8503,6164,1471,3,2,10,89,8,0,0,14,0,2,40589,16224,11257,2098,7,4,11,112,11,1,0,24,0,2
8,천호,2054,1027,494,1341,0,1,29,89,10,0,2,10,0,0,13907,6938,3983,2734,0,2,64,150,20,0,2,22,1,0,34895,15964,8538,4201,0,7,69,184,26,2,3,33,1,1
8,강동구청,2439,983,699,811,4,2,14,17,9,0,0,8,0,0,11791,4197,3001,1639,10,9,18,49,27,3,0,20,0,2,32474,12331,8723,2681,15,13,23,106,34,5,0,29,1,3
8,몽촌토성,3495,1133,1054,467,8,1,7,10,16,0,0,9,0,3,8889,3490,3193,1577,10,4,40,37,20,1,0,20,0,3,28447,10762,9682,2307,10,5,46,81,25,1,0,29,0,3
8,잠실,2607,909,924,977,0,2,14,17,15,0,5,13,1,0,5472,1883,1901,1456,0,2,99,45,19,0,6,17,1,0,13965,4883,4882,2446,5,7,112,88,24,1,6,20,1,0
8,석촌,3626,1736,1395,665,1,3,22,50,8,1,0,6,0,0,16435,7249,5600,1335,4,6,26,70,8,2,0,17,0,0,36180,15671,11829,3073,5,8,38,145,24,2,3,38,0,1
8,송파,1663,707,440,551,2,2,5,29,7,1,0,6,0,0,7142,2950,2052,4322,7,6,15,90,19,3,0,11,0,0,20185,7970,5839,5285,8,8,28,118,23,3,0,22,0,0
8,가락시장,2243,1026,870,4495,0,2,43,57,11,1,1,8,0,0,6137,2451,2222,4706,0,2,45,61,12,1,1,9,0,0,21445,8033,7295,7435,2,7,72,89,29,2,3,28,2,1
8,문정,1048,451,330,1980,0,2,16,6,14,1,2,11,2,0,6251,2545,1911,2440,0,2,18,19,16,1,2,15,2,0,22585,9788,8342,3328,4,6,22,37,26,2,2,21,2,1
8,장지,1469,631,590,2042,2,2,18,29,19,1,2,11,2,0,10547,5146,5004,2118,5,2,18,36,22,1,2,11,2,0,21118,8712,8203,2690,6,4,21,66,44,2,2,15,2,0
8,복정,329,35,9,49,0,1,0,0,15,1,0,1,0,0,1324,504,200,305,2,1,3,27,27,1,0,4,0,0,3864,1924,528,509,3,3,4,31,65,2,0,6,0,0
8,산성,2789,1183,597,159,7,1,1,6,45,1,0,2,0,0,7849,3344,1739,408,7,1,2,21,46,1,0,5,0,1,20702,8295,5353,625,12,2,2,37,47,1,0,7,0,2
8,남한산성입구,3717,1469,715,426,2,2,6,18,5,0,0,3,0,0,16178,6002,4378,668,7,3,9,37,9,1,0,7,0,0,33594,12668,9076,1393,14,7,14,85,19,0,0,17,0,3
8,단대오거리,2629,1312,724,1000,0,1,9,47,13,0,1,4,1,1,11485,5066,2997,1523,1,3,11,70,13,0,1,8,1,1,34859,14532,8558,2569,4,7,11,122,24,0,1,17,1,0
8,신흥,2485,1420,568,997,0,1,8,31,5,0,0,8,0,0,14832,7301,3064,2229,2,4,16,79,15,2,0,20,0,0,35533,16173,7756,3483,11,5,30,136,23,2,0,31,0,0
8,수진,2345,1169,611,597,0,3,8,17,9,1,0,8,0,0,16583,7603,3515,1368,7,4,15,48,13,2,0,15,0,0,35450,16588,7464,2482,12,7,21,93,24,4,0,27,0,0
8,모란,4039,1960,978,851,4,3,33,30,7,1,0,13,0,0,11878,5571,2939,1723,7,3,45,62,16,2,1,26,1,0,29885,13495,7105,2989,7,8,61,108,26,2,1,38,1,0
9,종합운동장,0,0,1,245,2,2,4,1,4,1,0,10,1,0,2171,729,734,246,2,2,4,1,4,1,0,10,1,0,10966,3888,3857,1912,3,8,68,36,19,3,0,32,2,1
9,신논현,2205,1371,547,1342,0,2,15,72,11,0,0,11,0,0,7128,4123,2207,3402,1,4,44,196,35,0,0,34,2,0,21395,11953,6074,6512,4,5,101,388,49,0,0,70,5,4
9,사평,4038,1293,1304,20,4,1,0,2,5,0,0,1,0,0,13355,4311,4164,262,5,2,3,21,14,0,0,3,0,1,28860,10833,8842,3408,11,6,48,87,41,2,1,28,1,1
9,고속터미널,0,0,3,1901,0,2,4,3,11,1,1,12,1,0,7106,2378,2341,3146,3,5,36,106,22,1,2,19,1,0,22334,7271,7206,3504,5,7,57,130,29,1,2,27,1,1
9,신반포,3350,1043,1037,170,4,2,1,9,6,0,0,3,0,0,10581,3347,3349,644,11,6,7,30,16,2,0,5,0,0,22145,7151,7022,3598,11,11,39,100,36,3,1,24,1,0
9,구반포,2961,951,949,613,6,2,6,22,6,0,0,2,0,0,9500,3099,3011,869,8,2,11,26,13,0,0,6,0,0,17938,5791,5680,1049,8,3,15,35,26,1,0,7,0,0
9,동작,1353,424,419,13,0,0,0,0,6,0,0,2,0,0,2831,897,889,94,0,0,0,1,6,0,0,2,0,0,3883,1276,1196,109,2,0,0,1,9,0,0,2,0,0
9,흑석,1370,798,372,347,2,1,2,19,10,0,0,4,0,0,7221,3689,1999,1083,6,1,10,49,16,0,0,11,0,0,19089,7911,4621,1327,22,5,12,60,27,1,0,18,0,2
9,노들,2472,1132,716,1411,1,4,3,9,18,2,0,7,0,0,7776,3568,2226,1531,2,5,4,13,22,2,0,8,0,1,17928,7916,5522,1875,5,6,5,28,35,3,0,13,0,2
9,노량진,1758,1150,699,1590,0,3,9,15,13,2,0,7,0,0,5845,4103,1416,2225,1,6,13,21,16,2,0,20,0,0,15091,8803,3583,3443,4,10,39,47,23,2,0,30,0,1
9,샛강,931,382,401,3903,0,5,441,94,23,0,0,20,0,0,5313,2067,1916,4007,0,5,447,98,30,1,1,21,1,1,16741,6409,5776,5070,5,8,472,120,44,2,1,33,1,2
9,여의도,1346,550,582,4128,1,4,479,106,23,0,0,22,1,1,5716,2047,2091,4197,4,4,481,109,23,0,0,22,1,1,8717,3370,3427,6959,4,13,599,145,37,1,1,46,2,1
9,국회의사당,845,554,558,2714,0,9,112,34,17,1,0,23,1,0,845,554,558,2774,0,14,116,38,17,2,0,23,1,1,845,554,558,2774,0,14,116,38,17,2,0,23,1,1
9,당산,1809,1188,716,518,0,2,36,12,3,1,0,6,0,0,12487,5772,4928,1357,4,4,65,67,16,2,0,17,0,0,23722,10278,8860,2191,10,7,82,93,34,2,0,22,0,2
9,선유도,2616,1147,874,1213,4,2,21,23,14,0,0,12,0,2,9452,4116,3376,1977,14,4,30,59,29,0,0,24,0,3,13206,5578,4636,2223,16,5,39,61,36,1,0,27,0,3
9,신목동,1056,439,325,35,1,1,0,1,8,1,0,2,0,0,7339,2641,2346,354,3,1,4,8,18,1,0,6,0,0,13454,4858,4414,680,3,1,8,16,29,1,0,7,0,0
9,염창,2926,1158,949,336,0,1,4,17,7,0,0,5,0,1,16071,6390,5315,1261,2,2,15,72,25,0,0,11,0,0,29444,11500,9797,1742,5,2,18,100,37,0,0,17,0,1
9,등촌,3026,1647,1267,566,3,1,8,29,9,0,0,6,0,0,14734,6302,5057,1611,8,2,19,84,21,1,0,12,0,0,32430,12781,10559,2353,11,7,25,119,38,3,0,25,0,2
9,증미,1467,756,453,627,2,5,2,21,8,2,1,7,0,1,15110,6625,5851,1636,10,7,13,39,18,2,1,13,0,2,36630,15462,13888,2643,12,7,19,87,45,2,2,19,0,2
9,가양,2838,1312,1057,386,5,0,3,27,13,0,1,4,0,0,18639,8591,8363,1369,9,3,13,88,34,0,3,11,0,0,40453,18382,17695,1984,17,6,19,130,60,3,3,20,0,0
9,양천향교,2420,1135,963,1135,3,3,28,16,22,0,0,10,0,1,8563,4196,3892,1456,4,4,32,33,46,0,0,14,0,2,18782,7980,7682,1516,5,4,32,43,48,0,0,15,0,2
9,마곡나루,561,396,390,95,0,1,2,5,20,0,0,2,0,0,3189,1170,1164,127,0,1,2,7,21,0,0,5,0,0,9610,3227,3215,149,1,1,2,7,25,0,0,5,0,0
9,신방화,3026,1647,1267,566,3,1,8,29,9,0,0,6,0,0,14015,5426,4249,354,2,0,0,8,11,0,0,7,0,0,31590,11835,9604,1279,5,1,7,42,51,0,0,16,0,0
9,공항시장,3274,1677,1013,546,2,2,5,29,8,1,0,9,0,0,12149,5627,3295,1205,3,3,8,45,15,1,0,13,0,1,22525,10134,5926,2334,7,14,17,63,95,5,2,26,1,2
9,김포공항,16,5,7,601,1,10,5,2,63,4,2,7,1,0,16,5,7,601,1,10,5,2,63,4,2,7,1,0,16,5,7,601,1,10,5,2,63,4,2,7,1,0
9,개화,0,0,1,355,0,1,0,0,29,1,2,6,1,0,1090,461,256,401,0,2,0,0,29,2,2,6,1,0,1996,803,490,898,3,11,5,5,71,5,2,9,1,0
